from,to,why,age,file
/en/walking-calories-calculator,/en/abdominal-circumference-cardiovascular-risk,hermana-con-organico,99,src/content/calcs-en/calorias-caminando.json
/mx/calculadora-ahorro-programado-mexico,/mx/calculadora-salario-diario-integrado-sdi-mexico,hermana-con-organico,99,src/content/calcs-mx/calculadora-ahorro-programado-mexico.json
/calculadora-dias-preparacion-examen-oficial-idioma,/calculadora-equivalencia-toefl-ielts-cambridge-mcer,hermana-con-organico,98,src/content/calcs/dias-preparacion-examen-oficial-idioma.json
/calculadora-ecuaciones-cinematicas-mru-mrua,/calculadora-presion-atmosferica-altitud-barometrica,hermana-con-organico,98,src/content/calcs/ecuaciones-cinematicas-mru-mrua.json
/calculadora-factorial-numero-n,/conversor-numero-a-letras-cantidad,hermana-con-organico,98,src/content/calcs/factorial-numero-n.json
/calculadora-peliculas-sin-subtitulos-horas-idioma,/calculadora-equivalencia-toefl-ielts-cambridge-mcer,hermana-con-organico,98,src/content/calcs/peliculas-sin-subtitulos-horas-idioma.json
/calculadora-horas-maestria-curva-aprendizaje-80-20,/calculadora-palabras-paginas-conversor,hermana-con-organico,97,src/content/calcs/horas-maestria-curva-aprendizaje-80-20.json
/calculadora-inversion-dolarizada-cocos-balanz-rendimiento,/calculadora-actualizacion-inflacion-ipc,hermana-con-organico,97,src/content/calcs/inversion-dolarizada-cocos-balanz-rendimiento.json
/blog/informe-financiero-argentina-2026-04,/blog/salario-minimo-mexico-2027-que-se-espera,hermana-con-organico,96,src/content/blog/informe-financiero-argentina-2026-04.json
/calculadora-emigrar-espana-presupuesto-inicial-6meses,/calculadora-millas-avianca-lifemiles,hermana-con-organico,96,src/content/calcs/emigrar-espana-presupuesto-inicial-6meses.json
/en/1rm-bench-press-estimator,/en/one-rep-max-calculator,hermana-con-organico,95,src/content/calcs-en/1rm-bench-press-estimator.json
/en/1rm-squat-estimator,/en/one-rep-max-calculator,hermana-con-organico,95,src/content/calcs-en/1rm-squat-estimator.json
/en/adolescent-final-height-prediction,/en/screen-time-recommendations-by-age,hermana-con-organico,95,src/content/calcs-en/adolescent-final-height-prediction.json
/en/adult-sleep-hours-by-age,/en/abdominal-circumference-cardiovascular-risk,hermana-con-organico,95,src/content/calcs-en/adult-sleep-hours-by-age.json
/en/anki-daily-flashcards-memorization-vocabulary,/en/duolingo-time-cefr-level-progress,hermana-con-organico,95,src/content/calcs-en/anki-daily-flashcards-memorization-vocabulary.json
/en/bandwidth-streaming-bitrate-resolution-youtube,/en/code-lines-project-complexity-kloc,hermana-con-organico,95,src/content/calcs-en/bandwidth-streaming-bitrate-resolution-youtube.json
/en/birthday-cake-servings-calculator,/en/egg-size-gram-equivalents,hermana-con-organico,95,src/content/calcs-en/birthday-cake-servings-calculator.json
/en/car-deregistration-scrapping,/en/aguinaldo-calculator-argentina,hermana-con-organico,95,src/content/calcs-en/car-deregistration-scrapping.json
/en/carbohydrates-during-exercise,/en/one-rep-max-calculator,hermana-con-organico,95,src/content/calcs-en/carbohydrates-during-exercise.json
/en/cedears-ratio-conversion-apple-microsoft,/en/aguinaldo-calculator-argentina,hermana-con-organico,95,src/content/calcs-en/cedears-ratio-conversion-apple-microsoft.json
/en/child-support-percentage-salary,/en/aguinaldo-calculator-argentina,hermana-con-organico,95,src/content/calcs-en/child-support-percentage-salary.json
/en/cloud-aws-gcp-azure-ec2-monthly-on-demand,/en/code-lines-project-complexity-kloc,hermana-con-organico,95,src/content/calcs-en/cloud-aws-gcp-azure-ec2-monthly-on-demand.json
/en/email-emissions-calculator,/en,home-locale,95,src/content/calcs-en/email-emissions-calculator.json
/en/file-download-time,/en/code-lines-project-complexity-kloc,hermana-con-organico,95,src/content/calcs-en/file-download-time.json
/en/fixed-deposit-net-annual-returns,/en/aguinaldo-calculator-argentina,hermana-con-organico,95,src/content/calcs-en/fixed-deposit-net-annual-returns.json
/en/food-satiety-index,/en/abdominal-circumference-cardiovascular-risk,hermana-con-organico,95,src/content/calcs-en/food-satiety-index.json
/en/garden-soil-volume-calculator,/en/concrete-beam-sizing-dimensions,hermana-con-organico,95,src/content/calcs-en/garden-soil-volume-calculator.json
/en/healthy-caloric-deficit,/en/abdominal-circumference-cardiovascular-risk,hermana-con-organico,95,src/content/calcs-en/healthy-caloric-deficit.json
/en/hydrostatic-pressure-depth,/en/richter-scale-magnitude-energy,hermana-con-organico,95,src/content/calcs-en/hydrostatic-pressure-depth.json
/en/intermittent-fasting-16-8-calculator,/en/egg-size-gram-equivalents,hermana-con-organico,95,src/content/calcs-en/intermittent-fasting-16-8-calculator.json
/en/leverage-trading-liquidation-price,/en/aguinaldo-calculator-argentina,hermana-con-organico,95,src/content/calcs-en/leverage-trading-liquidation-price.json
/en/mediterranean-diet-weekly-plan-kcal,/en/abdominal-circumference-cardiovascular-risk,hermana-con-organico,95,src/content/calcs-en/mediterranean-diet-weekly-plan-kcal.json
/en/memorization-spaced-repetition-anki-cards-dia,/en/duolingo-time-cefr-level-progress,hermana-con-organico,95,src/content/calcs-en/memorization-spaced-repetition-anki-cards-dia.json
/en/movie-series-language-immersion-hours,/en,home-locale,95,src/content/calcs-en/movie-series-language-immersion-hours.json
/en/percentile-data,/en,home-locale,95,src/content/calcs-en/percentile-data.json
/en/ph-hydrogen-ion-concentration,/en/richter-scale-magnitude-energy,hermana-con-organico,95,src/content/calcs-en/ph-hydrogen-ion-concentration.json
/en/pnl-futures-long-short-perpetual,/en/aguinaldo-calculator-argentina,hermana-con-organico,95,src/content/calcs-en/pnl-futures-long-short-perpetual.json
/en/polynomial-derivative-calculator,/en,home-locale,95,src/content/calcs-en/polynomial-derivative-calculator.json
/en/price-to-book-ratio,/en/aguinaldo-calculator-argentina,hermana-con-organico,95,src/content/calcs-en/price-to-book-ratio.json
/en/probability-drop-loot,/en/karaoke-songs-per-hour,hermana-con-organico,95,src/content/calcs-en/probability-drop-loot.json
/en/property-deed-transfer-cost,/en/aguinaldo-calculator-argentina,hermana-con-organico,95,src/content/calcs-en/property-deed-transfer-cost.json
/en/reading-speed-wpm-book-time,/en/duolingo-time-cefr-level-progress,hermana-con-organico,95,src/content/calcs-en/reading-speed-wpm-book-time.json
/en/speed-conversion-kmh-mph-knots,/en,home-locale,95,src/content/calcs-en/speed-conversion-kmh-mph-knots.json
/en/staking-ethereum-yield-apy,/en/aguinaldo-calculator-argentina,hermana-con-organico,95,src/content/calcs-en/staking-ethereum-yield-apy.json
/en/tir-van-inversion,/en/aguinaldo-calculator-argentina,hermana-con-organico,95,src/content/calcs-en/tir-van-inversion.json
/en/video-storage-bitrate-duration,/en/code-lines-project-complexity-kloc,hermana-con-organico,95,src/content/calcs-en/video-storage-bitrate-duration.json
/en/vocabulary-active-words-language-level,/en/duolingo-time-cefr-level-progress,hermana-con-organico,95,src/content/calcs-en/vocabulary-active-words-language-level.json
/en/water-mineralization-coffee,/en/egg-size-gram-equivalents,hermana-con-organico,95,src/content/calcs-en/water-mineralization-coffee.json
/pt/cedears-razao-conversao-apple-microsoft,/pt/salario-liquido-com-pensao-alimenticia-br,hermana-con-organico,95,src/content/calcs-pt/cedears-razao-conversao-apple-microsoft.json
/pt/porcentagem-de-numero-calculadora,/pt,home-locale,95,src/content/calcs-pt/porcentagem-de-numero-calculadora.json
/calculadora-indemnizacion-despido-improcedente-espana-33-dias,/calculadora-antiguedad-laboral,hermana-con-organico,94,src/content/calcs/calculadora-indemnizacion-despido-improcedente-espana-33-dias.json
/calculadora-remesa-western-union-usa-mexico,/calculadora-actualizacion-inflacion-ipc,hermana-con-organico,94,src/content/calcs/calculadora-remesa-western-union-usa-mexico.json
/calculadora-seguro-caucion-alquiler-espana,/calculadora-actualizacion-inflacion-ipc,hermana-con-organico,94,src/content/calcs/calculadora-seguro-caucion-alquiler-espana.json
/pt/aluguel-reajuste-ipca-anual-contrato,/pt/calculadora-idade-anos-meses-dias-data-nascimento,hermana-con-organico,94,src/content/calcs-pt/aluguel-reajuste-ipca-anual-contrato.json
/pt/fgts-saque-aniversario-valor-por-ano,/pt/salario-liquido-com-pensao-alimenticia-br,hermana-con-organico,94,src/content/calcs-pt/fgts-saque-aniversario-valor-por-ano.json
/pt/ir-aluguel-carne-leao-mensal-recebido,/pt/iptu-sao-paulo-valor-venal-aliquota,hermana-con-organico,94,src/content/calcs-pt/ir-aluguel-carne-leao-mensal-recebido.json
/pt/ir-ganho-capital-venda-imovel-15-porcento,/pt/iptu-sao-paulo-valor-venal-aliquota,hermana-con-organico,94,src/content/calcs-pt/ir-ganho-capital-venda-imovel-15-porcento.json
/pt/irpf-restituicao-ou-imposto-a-pagar,/pt/iptu-sao-paulo-valor-venal-aliquota,hermana-con-organico,94,src/content/calcs-pt/irpf-restituicao-ou-imposto-a-pagar.json
/pt/itbi-rio-de-janeiro-2-porcento,/pt/iptu-sao-paulo-valor-venal-aliquota,hermana-con-organico,94,src/content/calcs-pt/itbi-rio-de-janeiro-2-porcento.json
/pt/itbi-sao-paulo-capital-3-porcento,/pt/iptu-sao-paulo-valor-venal-aliquota,hermana-con-organico,94,src/content/calcs-pt/itbi-sao-paulo-capital-3-porcento.json
/pt/lci-lca-isento-ir-comparador,/pt/salario-liquido-com-pensao-alimenticia-br,hermana-con-organico,94,src/content/calcs-pt/lci-lca-isento-ir-comparador.json
/pt/licenciamento-anual-veiculos-taxa-detran,/pt/ipva-sao-paulo-tabela-4-porcento-autos,hermana-con-organico,94,src/content/calcs-pt/licenciamento-anual-veiculos-taxa-detran.json
/pt/mei-das-mensal-comercio-industria,/pt/iptu-sao-paulo-valor-venal-aliquota,hermana-con-organico,94,src/content/calcs-pt/mei-das-mensal-comercio-industria.json
/pt/mei-migrar-para-me-simples-nacional,/pt/iptu-sao-paulo-valor-venal-aliquota,hermana-con-organico,94,src/content/calcs-pt/mei-migrar-para-me-simples-nacional.json
/pt/minha-casa-minha-vida-faixa-subsidio-2026,/pt/calculadora-idade-anos-meses-dias-data-nascimento,hermana-con-organico,94,src/content/calcs-pt/minha-casa-minha-vida-faixa-subsidio-2026.json
/pt/salario-maternidade-inss-4-meses,/pt/salario-liquido-com-pensao-alimenticia-br,hermana-con-organico,94,src/content/calcs-pt/salario-maternidade-inss-4-meses.json
/pt/saldo-salario-rescisao-dias-trabalhados,/pt/salario-liquido-com-pensao-alimenticia-br,hermana-con-organico,94,src/content/calcs-pt/saldo-salario-rescisao-dias-trabalhados.json
/pt/seguro-desemprego-quantas-parcelas-tempo-trabalhado,/pt,home-locale,94,src/content/calcs-pt/seguro-desemprego-quantas-parcelas-tempo-trabalhado.json
/pt/tesouro-selic-rentabilidade-liquida,/pt/salario-liquido-com-pensao-alimenticia-br,hermana-con-organico,94,src/content/calcs-pt/tesouro-selic-rentabilidade-liquida.json
/calculadora-clausula-formacion-fifa-joven-jugador,/calculadora-derechos-tv-mundial-2026-argentina-espana-mexico-brasil,hermana-con-organico,93,src/content/calcs/calculadora-clausula-formacion-fifa-joven-jugador.json
/calculadora-airdrop-jupiter-ena-pyth-eligibility-puntos,/calculadora-actualizacion-inflacion-ipc,hermana-con-organico,89,src/content/calcs/calculadora-airdrop-jupiter-ena-pyth-eligibility-puntos.json
/calculadora-pendle-pt-yt-vencimiento-fixed-yield,/calculadora-actualizacion-inflacion-ipc,hermana-con-organico,89,src/content/calcs/calculadora-pendle-pt-yt-vencimiento-fixed-yield.json
/comparar/ahorro-en-pesos-vs-dolares-vs-cripto-vs-cedears,/comparar/iol-vs-balanz-vs-cocos-vs-bull-broker-bolsa,hermana-con-organico,89,src/content/comparaciones/ahorro-en-pesos-vs-dolares-vs-cripto-vs-cedears.json
/comparar/auto-electrico-vs-hibrido-vs-nafta-vs-gnc,/comparar,hub,89,src/content/comparaciones/auto-electrico-vs-hibrido-vs-nafta-vs-gnc.json
/comparar/creatina-vs-bcaa-vs-whey-protein-suplementacion,/comparar/imc-vs-grasa-corporal-vs-cintura-cadera,hermana-con-organico,89,src/content/comparaciones/creatina-vs-bcaa-vs-whey-protein-suplementacion.json
/comparar/deel-vs-payoneer-vs-wise-cobrar-usd,/comparar,hub,89,src/content/comparaciones/deel-vs-payoneer-vs-wise-cobrar-usd.json
/comparar/imac-m4-vs-mac-mini-vs-macbook-air-2026-mejor-relacion,/comparar,hub,89,src/content/comparaciones/imac-m4-vs-mac-mini-vs-macbook-air-2026-mejor-relacion.json
/comparar/intermitente-16-8-vs-keto-vs-mediterranea,/comparar/imc-vs-grasa-corporal-vs-cintura-cadera,hermana-con-organico,89,src/content/comparaciones/intermitente-16-8-vs-keto-vs-mediterranea.json
/comparar/leasing-vs-prestamo-prendario-vs-uso-credito,/comparar/iol-vs-balanz-vs-cocos-vs-bull-broker-bolsa,hermana-con-organico,89,src/content/comparaciones/leasing-vs-prestamo-prendario-vs-uso-credito.json
/comparar/react-vs-vue-vs-svelte-vs-solid-frameworks-2026,/comparar,hub,89,src/content/comparaciones/react-vs-vue-vs-svelte-vs-solid-frameworks-2026.json
/comparar/running-vs-ciclismo-vs-natacion-vs-crossfit,/comparar,hub,89,src/content/comparaciones/running-vs-ciclismo-vs-natacion-vs-crossfit.json
/comparar/uba-vs-utdt-vs-itba-vs-udesa-carrera-costo,/comparar,hub,89,src/content/comparaciones/uba-vs-utdt-vs-itba-vs-udesa-carrera-costo.json
/cl/calculadora-honorarios-vs-contrato-chile-conveniencia-tributaria,/cl/calculadora-isapre-cotizacion-chile-7-porcentaje-plan,hermana-con-organico,88,src/content/calcs-cl/calculadora-honorarios-vs-contrato-chile-conveniencia-tributaria.json
/cl/calculadora-impuesto-renta-arrendamiento-arrendador-chile,/cl/calculadora-impuesto-herencias-donaciones-chile-tabla,hermana-con-organico,88,src/content/calcs-cl/calculadora-impuesto-renta-arrendamiento-arrendador-chile.json
/cl/calculadora-iva-importacion-chile-aduanas-tope-30-dolares,/cl/calculadora-impuesto-herencias-donaciones-chile-tabla,hermana-con-organico,88,src/content/calcs-cl/calculadora-iva-importacion-chile-aduanas-tope-30-dolares.json
/co/calculadora-credito-educativo-icetex-vs-banco-colombia-2026,/co/calculadora-becas-icetex-colombia-credito-monto-2026,hermana-con-organico,88,src/content/calcs-co/calculadora-credito-educativo-icetex-vs-banco-colombia-2026.json
/co/calculadora-credito-leasing-habitacional-colombia-vs-hipoteca,/co/calculadora-recargo-dominical-festivo-colombia-2026,hermana-con-organico,88,src/content/calcs-co/calculadora-credito-leasing-habitacional-colombia-vs-hipoteca.json
/co/calculadora-rendimiento-fondo-pensiones-obligatorias-rais-colombia,/co/calculadora-recargo-dominical-festivo-colombia-2026,hermana-con-organico,88,src/content/calcs-co/calculadora-rendimiento-fondo-pensiones-obligatorias-rais-colombia.json
/en/bmr-mifflin-st-jeor-calculator,/en/abdominal-circumference-cardiovascular-risk,hermana-con-organico,88,src/content/calcs-en/bmr-mifflin-st-jeor-calculator.json
/en/compound-interest-calculator,/en/aguinaldo-calculator-argentina,hermana-con-organico,88,src/content/calcs-en/compound-interest-calculator.json
/en/debt-snowball-payoff-calculator,/en/aguinaldo-calculator-argentina,hermana-con-organico,88,src/content/calcs-en/debt-snowball-payoff-calculator.json
/en/fire-retirement-number-calculator,/en/aguinaldo-calculator-argentina,hermana-con-organico,88,src/content/calcs-en/fire-retirement-number-calculator.json
/en/gpu-rental-cost-vast-runpod-calculator,/en/code-lines-project-complexity-kloc,hermana-con-organico,88,src/content/calcs-en/gpu-rental-cost-vast-runpod-calculator.json
/en/savings-goal-monthly-amount-calculator,/en/aguinaldo-calculator-argentina,hermana-con-organico,88,src/content/calcs-en/savings-goal-monthly-amount-calculator.json
/en/wedding-budget-allocation-calculator,/en,home-locale,88,src/content/calcs-en/wedding-budget-allocation-calculator.json
/es/calculadora-autonomo-cuota-2026-espana-rendimiento-neto,/es/calculadora-modelo-145-irpf-situacion-familiar-nomina,hermana-con-organico,88,src/content/calcs-es/calculadora-autonomo-cuota-2026-espana-rendimiento-neto.json
/es/calculadora-comprar-vs-alquilar-vivienda-espana-10-anos,/es/calculadora-convenio-hosteleria-espana-sueldo-2026-categoria,hermana-con-organico,88,src/content/calcs-es/calculadora-comprar-vs-alquilar-vivienda-espana-10-anos.json
/es/calculadora-coste-notaria-compra-vivienda-espana,/es/calculadora-tasa-basura-municipios-espana-anual,hermana-con-organico,88,src/content/calcs-es/calculadora-coste-notaria-compra-vivienda-espana.json
/es/calculadora-deduccion-vivienda-habitual-irpf-espana,/es/calculadora-modelo-145-irpf-situacion-familiar-nomina,hermana-con-organico,88,src/content/calcs-es/calculadora-deduccion-vivienda-habitual-irpf-espana.json
/es/calculadora-hipoteca-inversa-mayores-65-espana,/es/calculadora-convenio-hosteleria-espana-sueldo-2026-categoria,hermana-con-organico,88,src/content/calcs-es/calculadora-hipoteca-inversa-mayores-65-espana.json
/es/calculadora-impuesto-patrimonio-espana-ccaa-2026,/es/calculadora-modelo-145-irpf-situacion-familiar-nomina,hermana-con-organico,88,src/content/calcs-es/calculadora-impuesto-patrimonio-espana-ccaa-2026.json
/es/calculadora-impuesto-sucesiones-donaciones-espana-ccaa-2026,/es/calculadora-modelo-145-irpf-situacion-familiar-nomina,hermana-con-organico,88,src/content/calcs-es/calculadora-impuesto-sucesiones-donaciones-espana-ccaa-2026.json
/es/calculadora-recargo-equivalencia-comerciantes-espana,/es/calculadora-modelo-145-irpf-situacion-familiar-nomina,hermana-con-organico,88,src/content/calcs-es/calculadora-recargo-equivalencia-comerciantes-espana.json
/es/calculadora-renta-disponible-mensual-espana-gastos-fijos-30-30-30-10,/es/calculadora-convenio-hosteleria-espana-sueldo-2026-categoria,hermana-con-organico,88,src/content/calcs-es/calculadora-renta-disponible-mensual-espana-gastos-fijos-30-30-30-10.json
/mx/calculadora-curp-validacion-estructura-mexico,/mx/calculadora-canasta-basica-mexico-costo-mensual-familia,hermana-con-organico,88,src/content/calcs-mx/calculadora-curp-validacion-estructura-mexico.json
/mx/calculadora-tarjeta-credito-cat-mexico-pago-minimo-trampa,/mx/calculadora-salario-diario-integrado-sdi-mexico,hermana-con-organico,88,src/content/calcs-mx/calculadora-tarjeta-credito-cat-mexico-pago-minimo-trampa.json
/pt/calculadora-13-salario-liquido-bruto-clt,/pt/salario-liquido-com-pensao-alimenticia-br,hermana-con-organico,88,src/content/calcs-pt/calculadora-13-salario-liquido-bruto-clt.json
/pt/calculadora-mei-brasil-limite-faturamento-2026-categoria,/pt/iptu-sao-paulo-valor-venal-aliquota,hermana-con-organico,87,src/content/calcs-pt/calculadora-mei-brasil-limite-faturamento-2026-categoria.json
