url_a,url_b,cluster,formula_similarity,input_similarity,recommended_action,reason
https://hacecuentas.com/calculadora-conversor-btu-a-joules,https://hacecuentas.com/calculadora-conversor-milisegundos-a-segundos,statistics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-btu-a-joules,https://hacecuentas.com/calculadora-conversor-psi-a-bar,statistics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-calorias-a-joules,https://hacecuentas.com/calculadora-conversor-celsius-a-kelvin,statistics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-calorias-a-joules,https://hacecuentas.com/calculadora-conversor-kw-a-hp,statistics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-calorias-a-joules,https://hacecuentas.com/calculadora-conversor-kwh-a-joules,statistics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-calorias-a-joules,https://hacecuentas.com/calculadora-conversor-micrometros-a-milimetros,statistics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-calorias-a-joules,https://hacecuentas.com/calculadora-conversor-milisegundos-a-segundos,statistics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-calorias-a-joules,https://hacecuentas.com/calculadora-conversor-psi-a-bar,statistics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-celsius-a-kelvin,https://hacecuentas.com/calculadora-conversor-kw-a-hp,statistics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-celsius-a-kelvin,https://hacecuentas.com/calculadora-conversor-kwh-a-joules,statistics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-celsius-a-kelvin,https://hacecuentas.com/calculadora-conversor-micrometros-a-milimetros,statistics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-celsius-a-kelvin,https://hacecuentas.com/calculadora-conversor-milisegundos-a-segundos,statistics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-celsius-a-kelvin,https://hacecuentas.com/calculadora-conversor-psi-a-bar,statistics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-kw-a-hp,https://hacecuentas.com/calculadora-conversor-kwh-a-joules,statistics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-kw-a-hp,https://hacecuentas.com/calculadora-conversor-micrometros-a-milimetros,statistics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-kw-a-hp,https://hacecuentas.com/calculadora-conversor-milisegundos-a-segundos,statistics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-kw-a-hp,https://hacecuentas.com/calculadora-conversor-psi-a-bar,statistics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-kwh-a-joules,https://hacecuentas.com/calculadora-conversor-micrometros-a-milimetros,statistics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-kwh-a-joules,https://hacecuentas.com/calculadora-conversor-milisegundos-a-segundos,statistics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-kwh-a-joules,https://hacecuentas.com/calculadora-conversor-psi-a-bar,statistics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-micrometros-a-milimetros,https://hacecuentas.com/calculadora-conversor-milisegundos-a-segundos,statistics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-micrometros-a-milimetros,https://hacecuentas.com/calculadora-conversor-psi-a-bar,statistics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-milisegundos-a-segundos,https://hacecuentas.com/calculadora-conversor-psi-a-bar,statistics,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-beca-promedio-minimo-requisito-universidades,https://hacecuentas.com/calculadora-duolingo-tiempo-dia-nivel-mcer-progreso,education,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-beca-promedio-minimo-requisito-universidades,https://hacecuentas.com/calculadora-gpa-promedio-americano-escala-4-0,education,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-beca-promedio-minimo-requisito-universidades,https://hacecuentas.com/calculadora-horas-maestria-curva-aprendizaje-80-20,education,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-beca-promedio-minimo-requisito-universidades,https://hacecuentas.com/calculadora-horas-practica-10000-maestria-gladwell,education,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-beca-promedio-minimo-requisito-universidades,https://hacecuentas.com/calculadora-ingles-nivel-mcer-horas-estudio-fsi,education,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-beca-promedio-minimo-requisito-universidades,https://hacecuentas.com/calculadora-tiempo-estudio-examen-dificultad-paginas,education,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-horas-aprender-aleman-c1,https://hacecuentas.com/calculadora-horas-aprender-ingles-nivel-c1,education,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-horas-aprender-aleman-c1,https://hacecuentas.com/calculadora-horas-aprender-italiano-b1,education,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-horas-aprender-aleman-c1,https://hacecuentas.com/calculadora-horas-aprender-portugues-b2,education,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-horas-aprender-ingles-nivel-c1,https://hacecuentas.com/calculadora-horas-aprender-italiano-b1,education,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-horas-aprender-ingles-nivel-c1,https://hacecuentas.com/calculadora-horas-aprender-portugues-b2,education,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-horas-aprender-italiano-b1,https://hacecuentas.com/calculadora-horas-aprender-portugues-b2,education,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-dictado-velocidad-palabras-escuchar-idioma,https://hacecuentas.com/calculadora-peliculas-sin-subtitulos-horas-idioma,education,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-dictado-velocidad-palabras-escuchar-idioma,https://hacecuentas.com/calculadora-vocabulario-nivel-mcer-a1-c2-palabras,education,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-duolingo-tiempo-dia-nivel-mcer-progreso,https://hacecuentas.com/calculadora-gpa-promedio-americano-escala-4-0,education,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-duolingo-tiempo-dia-nivel-mcer-progreso,https://hacecuentas.com/calculadora-horas-maestria-curva-aprendizaje-80-20,education,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-duolingo-tiempo-dia-nivel-mcer-progreso,https://hacecuentas.com/calculadora-horas-practica-10000-maestria-gladwell,education,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-duolingo-tiempo-dia-nivel-mcer-progreso,https://hacecuentas.com/calculadora-ingles-nivel-mcer-horas-estudio-fsi,education,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-duolingo-tiempo-dia-nivel-mcer-progreso,https://hacecuentas.com/calculadora-tiempo-estudio-examen-dificultad-paginas,education,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-gpa-promedio-americano-escala-4-0,https://hacecuentas.com/calculadora-horas-maestria-curva-aprendizaje-80-20,education,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-gpa-promedio-americano-escala-4-0,https://hacecuentas.com/calculadora-horas-practica-10000-maestria-gladwell,education,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-gpa-promedio-americano-escala-4-0,https://hacecuentas.com/calculadora-ingles-nivel-mcer-horas-estudio-fsi,education,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-gpa-promedio-americano-escala-4-0,https://hacecuentas.com/calculadora-tiempo-estudio-examen-dificultad-paginas,education,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-horas-maestria-curva-aprendizaje-80-20,https://hacecuentas.com/calculadora-horas-practica-10000-maestria-gladwell,education,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-horas-maestria-curva-aprendizaje-80-20,https://hacecuentas.com/calculadora-ingles-nivel-mcer-horas-estudio-fsi,education,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-horas-maestria-curva-aprendizaje-80-20,https://hacecuentas.com/calculadora-tiempo-estudio-examen-dificultad-paginas,education,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-horas-practica-10000-maestria-gladwell,https://hacecuentas.com/calculadora-ingles-nivel-mcer-horas-estudio-fsi,education,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-horas-practica-10000-maestria-gladwell,https://hacecuentas.com/calculadora-tiempo-estudio-examen-dificultad-paginas,education,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-ingles-nivel-mcer-horas-estudio-fsi,https://hacecuentas.com/calculadora-tiempo-estudio-examen-dificultad-paginas,education,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-peliculas-sin-subtitulos-horas-idioma,https://hacecuentas.com/calculadora-vocabulario-nivel-mcer-a1-c2-palabras,education,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-bolsas-cemento-por-metro-cubico,https://hacecuentas.com/calculadora-conversor-litros-pintura-por-metro-cuadrado,construction,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-bolsas-cemento-por-metro-cubico,https://hacecuentas.com/calculadora-conversor-pie-tabla-a-metro-cubico,construction,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-litros-pintura-por-metro-cuadrado,https://hacecuentas.com/calculadora-conversor-pie-tabla-a-metro-cubico,construction,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-millas-american-aa-destino,https://hacecuentas.com/calculadora-millas-avianca-lifemiles,travel,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-millas-american-aa-destino,https://hacecuentas.com/calculadora-millas-delta-skymiles,travel,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-millas-american-aa-destino,https://hacecuentas.com/calculadora-millas-latam-destino,travel,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-millas-american-aa-destino,https://hacecuentas.com/calculadora-millas-united-mileageplus,travel,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-millas-avianca-lifemiles,https://hacecuentas.com/calculadora-millas-delta-skymiles,travel,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-millas-avianca-lifemiles,https://hacecuentas.com/calculadora-millas-latam-destino,travel,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-millas-avianca-lifemiles,https://hacecuentas.com/calculadora-millas-united-mileageplus,travel,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-millas-delta-skymiles,https://hacecuentas.com/calculadora-millas-latam-destino,travel,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-millas-delta-skymiles,https://hacecuentas.com/calculadora-millas-united-mileageplus,travel,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-millas-latam-destino,https://hacecuentas.com/calculadora-millas-united-mileageplus,travel,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-presupuesto-viaje-dubai,https://hacecuentas.com/calculadora-presupuesto-viaje-lima-peru,travel,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-presupuesto-viaje-dubai,https://hacecuentas.com/calculadora-presupuesto-viaje-madrid,travel,1.00,1.00,DIFFERENTIATE,"fórmula parecida pero difieren en régimen/bruto-neto/período/rol → diferenciar, NO redirigir"
https://hacecuentas.com/calculadora-presupuesto-viaje-dubai,https://hacecuentas.com/calculadora-presupuesto-viaje-rio-janeiro,travel,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-presupuesto-viaje-dubai,https://hacecuentas.com/calculadora-presupuesto-viaje-santiago-chile,travel,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-presupuesto-viaje-lima-peru,https://hacecuentas.com/calculadora-presupuesto-viaje-madrid,travel,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-presupuesto-viaje-lima-peru,https://hacecuentas.com/calculadora-presupuesto-viaje-rio-janeiro,travel,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-presupuesto-viaje-lima-peru,https://hacecuentas.com/calculadora-presupuesto-viaje-santiago-chile,travel,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-presupuesto-viaje-madrid,https://hacecuentas.com/calculadora-presupuesto-viaje-rio-janeiro,travel,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-presupuesto-viaje-madrid,https://hacecuentas.com/calculadora-presupuesto-viaje-santiago-chile,travel,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-presupuesto-viaje-rio-janeiro,https://hacecuentas.com/calculadora-presupuesto-viaje-santiago-chile,travel,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-visa-japon-argentino,https://hacecuentas.com/calculadora-visa-schengen-europa-requisitos,travel,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-horas-luz-dia-fecha-latitud,https://hacecuentas.com/calculadora-retraso-amanecer-atardecer-minutos-dia,other,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-calendario-siembra-hemisferio-norte,https://hacecuentas.com/calculadora-calendario-siembra-hemisferio-sur,other,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-bits-a-bytes,https://hacecuentas.com/calculadora-conversor-kb-a-mb,other,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
https://hacecuentas.com/calculadora-conversor-bits-a-bytes,https://hacecuentas.com/calculadora-conversor-mb-a-gb,other,1.00,1.00,MANUAL_REVIEW,"alta similitud (formula=1.00 input=1.00) pero sin evidencia de merge — revisar a mano"
