url,route_type,country,category,cluster,slug,title,h1,indexable,canonical,sitemap,source_file,content_type,formula_signature,input_signature,lastmod,has_quick_answer,has_formula,has_example,has_table,has_faq,has_sources,has_related,internal_links_in,internal_links_out,is_sensitive,is_regulatory,word_count,status
https://hacecuentas.com/calculadora-ajuste-sueldo-inflacion,calculator,AR,finanzas,salary,calculadora-ajuste-sueldo-inflacion,Calculadora: ¿Tu Sueldo le Ganó a la Inflación? 2026,Calculadora: ¿Tu Sueldo le Ganó a la Inflación?,true,https://hacecuentas.com/calculadora-ajuste-sueldo-inflacion,true,src/content/calcs/ajuste-sueldo-inflacion.json,calc,ajuste-sueldo-inflacion::inflacionAcumulada|sueldoActual|sueldoAnterior::4,inflacionAcumulada|sueldoActual|sueldoAnterior,2026-06-15,true,true,true,true,true,true,true,,1,false,true,641,ACTIVE
https://hacecuentas.com/calculadora-alambre-cerco-perimetral-metros,calculator,AR,construccion,construction,calculadora-alambre-cerco-perimetral-metros,Calculadora de Alambre para Cerco Perimetral 2026,Calculadora de Alambre para Cerco Perimetral,true,https://hacecuentas.com/calculadora-alambre-cerco-perimetral-metros,true,src/content/calcs/alambre-cerco.json,calc,alambre-cerco::cantidadHilos|perimetroMetros|postes::4,cantidadHilos|perimetroMetros|postes,2026-06-28,true,true,true,true,true,true,false,,0,false,false,1272,ACTIVE
https://hacecuentas.com/calculadora-alcohol-sangre-bac,calculator,AR,salud,health_low_risk,calculadora-alcohol-sangre-bac,Calculadora de alcohol en sangre (BAC) 2026 | Hacé Cuentas,Calculadora de alcohol en sangre (BAC),true,https://hacecuentas.com/calculadora-alcohol-sangre-bac,true,src/content/calcs/alcohol-sangre.json,calc,alcohol-sangre::gramosAlcohol|horasDesdeInicio|peso|sexo::3,gramosAlcohol|horasDesdeInicio|peso|sexo,2026-06-15,true,true,true,true,true,true,false,,0,false,false,1501,ACTIVE
https://hacecuentas.com/calculadora-aleatorio-numero-dado,calculator,AR,vida,utilities,calculadora-aleatorio-numero-dado,Generador de Número Aleatorio / Tirar Dado 2026,Generador de Número Aleatorio / Tirar Dado,true,https://hacecuentas.com/calculadora-aleatorio-numero-dado,true,src/content/calcs/aleatorio-numero-dado.json,calc,aleatorio-numero-dado::cantidad|maximo|minimo|tipo::4,cantidad|maximo|minimo|tipo,2026-06-15,true,true,true,true,true,true,false,,0,false,false,2329,ACTIVE
https://hacecuentas.com/calculadora-alimentacion-complementaria,calculator,AR,salud,health_low_risk,calculadora-alimentacion-complementaria,"Alimentación complementaria por edad: qué comer, cuánto y cuándo + tabla | Hacé Cuentas",Alimentación complementaria: qué puede comer tu bebé según su edad,false,https://hacecuentas.com/calculadora-alimentacion-complementaria,false,src/content/calcs/alimentacion-complementaria.json,calc,alimentacion-complementaria::edadBebeAC|metodoAC::5,edadBebeAC|metodoAC,2026-07-02,true,true,true,true,true,true,false,,0,true,false,1156,NOINDEX
https://hacecuentas.com/calculadora-almacenamiento-bytes-kb-mb-gb-tb,calculator,AR,tecnologia,other,calculadora-almacenamiento-bytes-kb-mb-gb-tb,"Convertir Bytes a KB, MB, GB y TB: tabla + calculadora | Hacé Cuentas","Convertir Bytes a KB, MB, GB y TB — tabla y calculadora",true,https://hacecuentas.com/calculadora-almacenamiento-bytes-kb-mb-gb-tb,true,src/content/calcs/almacenamiento-bytes-kb-mb-gb-tb.json,calc,almacenamiento-bytes-kb-mb-gb-tb::unidadOrigen|valor::6,unidadOrigen|valor,2026-06-17,true,true,true,true,true,true,true,,3,false,false,1248,ACTIVE
https://hacecuentas.com/calculadora-almacenamiento-juegos-gb,calculator,AR,entretenimiento,other,calculadora-almacenamiento-juegos-gb,Calculadora de Almacenamiento para Juegos (GB) 2026,Calculadora de Almacenamiento para Juegos (GB),true,https://hacecuentas.com/calculadora-almacenamiento-juegos-gb,true,src/content/calcs/almacenamiento-juegos-gb.json,calc,almacenamiento-juegos-gb::gbSistema|juegosAAA|juegosIndie|juegosMMO::4,gbSistema|juegosAAA|juegosIndie|juegosMMO,2026-06-16,true,true,true,true,true,true,false,,0,false,false,687,ACTIVE
https://hacecuentas.com/calculadora-almacenamiento-video-bitrate-duracion,calculator,AR,tecnologia,other,calculadora-almacenamiento-video-bitrate-duracion,Calculadora Almacenamiento de video (bitrate) 2026,Almacenamiento de video (bitrate),true,https://hacecuentas.com/calculadora-almacenamiento-video-bitrate-duracion,true,src/content/calcs/almacenamiento-video-bitrate-duracion.json,calc,almacenamiento-video-bitrate-duracion::bitrate|duracion::3,bitrate|duracion,2026-06-17,true,true,true,true,true,true,false,,0,false,false,836,ACTIVE
https://hacecuentas.com/calculadora-alquiler-auto-costo-dias,calculator,AR,viajes,housing,calculadora-alquiler-auto-costo-dias,Calculadora de costo de alquiler de auto por días 2026 | Hacé Cuentas,Calculadora de costo de alquiler de auto,true,https://hacecuentas.com/calculadora-alquiler-auto-costo-dias,true,src/content/calcs/alquiler-auto-costo-dias.json,calc,alquiler-auto-costo-dias::combustible_estimado|dias|personas|precio_dia|seguro_dia::4,combustible_estimado|dias|personas|precio_dia|seguro_dia,2026-07-03,true,true,true,true,true,true,true,,5,false,false,855,ACTIVE
https://hacecuentas.com/calculadora-alquiler-con-opcion-a-compra-leasing-inmueble,calculator,AR,finanzas,housing,calculadora-alquiler-con-opcion-a-compra-leasing-inmueble,Calculadora Alquiler con opción a compra 2026 | Hacé Cuentas,Alquiler con opción a compra,true,https://hacecuentas.com/calculadora-alquiler-con-opcion-a-compra-leasing-inmueble,true,src/content/calcs/alquiler-con-opcion-a-compra-leasing-inmueble.json,calc,alquiler-con-opcion-a-compra-leasing-inmueble::alquilerMensual|mesesPago|pctDescontable|valorInmueble::4,alquilerMensual|mesesPago|pctDescontable|valorInmueble,2026-06-17,true,true,true,true,true,true,false,,0,false,false,1339,ACTIVE
https://hacecuentas.com/calculadora-actualizacion-alquiler-icl,calculator,AR,finanzas,housing,calculadora-actualizacion-alquiler-icl,Actualización Alquiler ICL 2026: Calculadora BCRA,Calculadora Actualización de Alquiler por ICL (BCRA),true,https://hacecuentas.com/calculadora-actualizacion-alquiler-icl,true,src/content/calcs/alquiler-icl.json,calc,alquiler-icl::anioAjuste|anioInicio|coeficienteICL|diaAjuste|diaInicio|mesAjuste|mesInicio|valorActual::6,anioAjuste|anioInicio|coeficienteICL|diaAjuste|diaInicio|mesAjuste|mesInicio|valorActual,2026-07-02,true,true,true,true,true,true,false,,0,false,false,2651,ACTIVE
https://hacecuentas.com/calculadora-alquiler-temporal-vs-tradicional-rendimiento-neto,calculator,AR,vida,salary,calculadora-alquiler-temporal-vs-tradicional-rendimiento-neto,Airbnb vs alquiler tradicional 2026: ¿cuál rinde más? | Hacé Cuentas,Airbnb vs alquiler tradicional: ¿cuál rinde más en 2026?,true,https://hacecuentas.com/calculadora-alquiler-temporal-vs-tradicional-rendimiento-neto,true,src/content/calcs/alquiler-temporal-vs-tradicional-rendimiento-neto.json,calc,alquiler-temporal-vs-tradicional-rendimiento-neto::alquilerTemporalMes|alquilerTradicionalMes|ocupacion|valorPropiedad::3,alquilerTemporalMes|alquilerTradicionalMes|ocupacion|valorPropiedad,2026-06-22,true,true,true,true,true,true,true,,1,false,false,2991,ACTIVE
https://hacecuentas.com/calculadora-alquiler-vs-comprar,calculator,AR,finanzas,housing,calculadora-alquiler-vs-comprar,¿Conviene Alquilar o Comprar? 2026 — Gratis | Hacé Cuentas,¿Conviene Alquilar o Comprar?,true,https://hacecuentas.com/calculadora-alquiler-vs-comprar,true,src/content/calcs/alquiler-vs-comprar.json,calc,alquiler-vs-comprar::ajusteAlquilerAnual|alquilerMensual|piePorcentaje|plazoAnios|tasaCreditoAnual|valorPropiedad::4,ajusteAlquilerAnual|alquilerMensual|piePorcentaje|plazoAnios|tasaCreditoAnual|valorPropiedad,2026-06-17,true,true,true,true,true,true,false,,0,false,false,2524,ACTIVE
https://hacecuentas.com/calculadora-amortizacion-prestamo-frances-aleman,calculator,AR,finanzas,loans,calculadora-amortizacion-prestamo-frances-aleman,Amortización de préstamo (francés y alemán) | Hacé Cuentas,Calculadora de amortización de préstamo (francés y alemán),true,https://hacecuentas.com/calculadora-amortizacion-prestamo-frances-aleman,true,src/content/calcs/amortizacion-prestamo-frances-aleman.json,calc,amortizacion-prestamo-frances-aleman::monto|plazoMeses|sistema|tna::4,monto|plazoMeses|sistema|tna,2026-06-15,true,true,true,true,true,true,false,,0,false,false,753,ACTIVE
https://hacecuentas.com/calculadora-amplificador-watts-parlantes,calculator,AR,electronica,other,calculadora-amplificador-watts-parlantes,Calculadora watts por parlante y amplificador: impedancia + tabla | Hacé Cuentas,Calculadora amplificador: watts por parlante e impedancia total,true,https://hacecuentas.com/calculadora-amplificador-watts-parlantes,true,src/content/calcs/amplificador-watts-parlantes.json,calc,amplificador-watts-parlantes::cantidadParlantes|conexion|impedanciaParlante|potenciaAmp::4,cantidadParlantes|conexion|impedanciaParlante|potenciaAmp,2026-06-17,true,true,true,true,true,true,false,,0,false,false,1186,ACTIVE
